source_FIPS_0,source_facility_0,destination_FIPS_0,destination_facility_0,flow_kg_0,source_0,destination_0,emission_0,emission_total
46115,0,46115,0,13029229.867743343,46115,46115,217126814.8037711,217126814.8037711
46115,0,46013,0,4281694.196707221,46115,46013,72072209.59593087,72072209.59593087
48233,0,48233,0,13456.052331176035,48233,48233,123466.54512847398,123466.54512847398
48233,0,48195,0,7291404.741447443,48233,48195,67873972.27368037,67873972.27368037
48429,0,48417,0,15488.16172027322,48429,48417,1852.3791855329266,1852.3791855329266
19123,0,19135,0,8047611.110644107,19123,19135,83972376.76109818,83972376.76109818
19123,0,19123,0,48369364.573680446,19123,19123,501705280.7391087,501705280.7391087
19123,0,19179,0,23877384.65922761,19123,19179,249020800.43120816,249020800.43120816
13201,0,13087,0,83763.92577098527,13201,13087,795360.1140979774,795360.1140979774
13201,0,13205,0,4402.611056532186,13201,13205,42103.8633589743,42103.8633589743
1003,0,1003,0,54160.61064666047,1003,1003,2329735.4058444267,2329735.4058444267
1003,0,12015,0,41040.95961645278,1003,12015,1854099.5666821674,1854099.5666821674
1003,0,12081,0,38821.86481649574,1003,12081,1745898.871243118,1745898.871243118
1003,0,12101,0,8230.386911916255,1003,12101,367318.26881532685,367318.26881532685
13055,0,13055,0,6251.584792339128,13055,13055,637992.0693310152,637992.0693310152
20121,0,5143,0,222493.8992673631,20121,5143,3685247.2322004028,3685247.2322004028
31095,0,48421,0,9101666.066378808,31095,48421,183629193.8031559,183629193.8031559
31095,0,35029,0,4717.721528201363,31095,35029,104714.7509398819,104714.7509398819
31095,0,20155,0,1405325.989670232,31095,20155,26976401.968328267,26976401.968328267
31095,0,48141,0,1213.3745129662143,31095,48141,26524.76903855751,26524.76903855751
40003,0,40011,0,1433.315223036315,40003,40011,26539.69310199373,26539.69310199373
46007,0,46007,0,2560060.7877879064,46007,46007,59516641.132354915,59516641.132354915
48205,0,48111,0,18838310.692579266,48205,48111,375382473.62036175,375382473.62036175
55041,0,55041,0,63603.37599716767,55041,55041,2015933.140983488,2015933.140983488
55041,0,55085,0,58192.69023148526,55041,55085,1850914.684379973,1850914.684379973
55041,0,26109,0,1172.02434186022,55041,26109,37533.2340965943,37533.2340965943
18055,0,18027,0,4646832.849940714,18055,18027,57454632.75814139,57454632.75814139
26165,0,26165,0,102784.2559,26165,26165,2753526.6568606794,2753526.6568606794
26165,0,26113,0,3124.099736420566,26165,26113,83912.62821304567,83912.62821304567
27005,0,38067,0,1780.934396751406,27005,38067,26041.249763939366,26041.249763939366
28115,0,28159,0,4102.790142033125,28115,28159,44108.4721261711,44108.4721261711
30007,0,30059,0,83948.15941658478,30007,30059,14456.578216074999,14456.578216074999
31003,0,31011,0,16700498.43666812,31003,31011,299975151.37026304,299975151.37026304
36069,0,36069,0,69302.13268865338,36069,36069,1219485.193683269,1219485.193683269
36069,0,36011,0,64034.759217547966,36069,36011,1133365.0022416452,1133365.0022416452
36069,0,36117,0,2969414.350451752,36069,36117,52560799.92351737,52560799.92351737
55073,0,55139,0,6743.685006690721,55073,55139,86118.45605853449,86118.45605853449
55073,0,55073,0,319350.4901322367,55073,55073,3978828.148007529,3978828.148007529
48367,0,48503,0,3492.446399043968,48367,48503,173726.6417004832,173726.6417004832
39045,0,39045,0,11511826.9735282,39045,39045,124027863.30193749,124027863.30193749
39045,0,51167,0,32107.11295901936,39045,51167,381586.2985560061,381586.2985560061
39045,0,37135,0,156611.36205310293,39045,37135,1932896.4829606558,1932896.4829606558
39045,0,51077,0,45306.70383683055,39045,51077,537088.8511752096,537088.8511752096
39045,0,37191,0,58266136.10958171,39045,37191,738217822.5449914,738217822.5449914
39045,0,37037,0,182586.75777336417,39045,37037,2252448.078247745,2252448.078247745
39045,0,51141,0,18907.52207159399,39045,51141,226429.39986996463,226429.39986996463
39045,0,51147,0,8959591.360813333,39045,51147,110050222.29206488,110050222.29206488
39045,0,51027,0,6421.422590842454,39045,51027,75245.46210999269,75245.46210999269
1107,0,28153,0,2025.7019819517768,1107,28153,68378.92241505603,68378.92241505603
21191,0,13123,0,202.9335140367054,21191,13123,5350.4743473195,5350.4743473195
31067,0,31095,0,2717136.109089831,31067,31095,52598347.04729576,52598347.04729576
31067,0,31067,0,10338470.462320453,31067,31067,199572665.7642412,199572665.7642412
31067,0,48141,0,2155.1264855417016,31067,48141,48985.783599093964,48985.783599093964
37007,0,37167,0,87031.31041157735,37007,37167,7005344.115599982,7005344.115599982
46021,0,46021,0,322097.81130047666,46021,46021,11924623.572927712,11924623.572927712
46021,0,41051,0,845.7255166363492,46021,41051,35764.610962520084,35764.610962520084
46021,0,46129,0,1861457.366421325,46021,46129,69000355.03150892,69000355.03150892
8121,0,4013,0,34951.11502294018,8121,4013,797623.8595454175,797623.8595454175
8121,0,8089,0,30825.461951192316,8121,8089,611653.9239027149,611653.9239027149
8121,0,8013,0,27965.367543438017,8121,8013,549663.2844108028,549663.2844108028
8121,0,8071,0,6991.341884574861,8121,8071,140551.42952307244,140551.42952307244
18041,0,13123,0,354.93696758047287,18041,13123,5426.760952262737,5426.760952262737
18041,0,47105,0,10473.371574650631,18041,47105,156531.92662313103,156531.92662313103
20115,0,20173,0,11274.460271390722,20115,20173,242364.40604423216,242364.40604423216
19047,0,31177,0,953933.9458899522,19047,31177,10711755.414802266,10711755.414802266
19047,0,8123,0,242538.69689916007,19047,8123,3200997.975248189,3200997.975248189
19047,0,19085,0,4347408.81269814,19047,19085,48422297.70822786,48422297.70822786
26119,0,26119,0,28200.73446,26119,26119,520877.3598732853,520877.3598732853
26119,0,26007,0,22325.74498570886,26119,26007,414459.8261351571,414459.8261351571
28107,0,28043,0,2935.765975351664,28107,28043,33717.22008771014,33717.22008771014
28107,0,28079,0,243.0528831768985,28107,28079,2863.4867297084866,2863.4867297084866
29109,0,5143,0,68996.90896230256,29109,5143,4820754.414486798,4820754.414486798
28065,0,28065,0,33.411728715520894,28065,28065,1388.59777693964,1388.59777693964
31109,0,31081,0,10780.78000320124,31109,31081,183899.6751203511,183899.6751203511
31109,0,40119,0,100601.00851962793,31109,40119,1843424.9924750878,1843424.9924750878
31109,0,48381,0,580557.2609741226,31109,48381,11071507.352711277,11071507.352711277
31109,0,31097,0,1403660.911337938,31109,31097,23790792.745729778,23790792.745729778
31109,0,40063,0,62729600.56580659,31109,40063,1173752716.3160038,1173752716.3160038
38045,0,38093,0,2684.897737124605,38045,38093,33390.61501550666,33390.61501550666
47101,0,47181,0,263567.8057770448,47101,47181,13782638.157375155,13782638.157375155
48107,0,48107,0,12110.447101459606,48107,48107,158049.167953442,158049.167953442
48107,0,48125,0,8512.916138050476,48107,48125,111746.67759446091,111746.67759446091
55135,0,55135,0,294300.36686690024,55135,55135,3163695.7673388203,3163695.7673388203
20083,0,20057,0,3469945.4706872804,20083,20057,45211550.68955144,45211550.68955144
26017,0,26157,0,1967850.9778471668,26017,26157,20139350.074185867,20139350.074185867
26017,0,26145,0,2272687.912254447,26017,26145,23159328.15572673,23159328.15572673
19015,0,19073,0,54063252.854173385,19015,19073,529282893.25221735,529282893.25221735
26139,0,26139,0,5771315.755802492,26139,26139,75608032.02224576,75608032.02224576
26139,0,26005,0,12834917.47802066,26139,26005,168796799.8842373,168796799.8842373
46063,0,38011,0,524959.9458015342,46063,38011,17688195.767181523,17688195.767181523
18093,0,18175,0,2751772.056654835,18093,18175,83813301.34335715,83813301.34335715
19091,0,19187,0,12166035.117649984,19091,19187,128961875.50162363,128961875.50162363
29075,0,29075,0,47657385.92,29075,29075,1017006426.6290648,1017006426.6290648
29075,0,29021,0,13687.729192219602,29075,29021,294597.70911724074,294597.70911724074
31175,0,31175,0,64272.40123238792,31175,31175,1073563.0145575558,1073563.0145575558
18137,0,21121,0,6402.258891271167,18137,21121,77305.15862899364,77305.15862899364
18137,0,47105,0,13519.87938347836,18137,47105,168395.77796334715,168395.77796334715
36123,0,36123,0,40031.75569323805,36123,36123,1039539.2848003976,1039539.2848003976
36123,0,50001,0,109345.99463174808,36123,50001,2957678.520222459,2957678.520222459
31077,0,31175,0,24835.308952983363,31077,31175,500593.63780077634,500593.63780077634
31077,0,31077,0,4844208.206728537,31077,31077,97160232.0240002,97160232.0240002
31077,0,31093,0,77136.8566694084,31077,31093,1553701.9269801057,1553701.9269801057
28081,0,28069,0,21240.051465962213,28081,28069,323566.63039041613,323566.63039041613
6053,0,6079,0,38985.78319450068,6053,6079,641712.4606823444,641712.4606823444
13087,0,12079,0,88317.2593189909,13087,12079,880963.5489977841,880963.5489977841
13087,0,13131,0,13249.137208999507,13087,13131,128775.16665455847,128775.16665455847
21047,0,1043,0,131733.00384403436,21047,1043,3427755.2475721473,3427755.2475721473
21047,0,1121,0,19235.309732907623,21047,1121,507537.25724616915,507537.25724616915
26091,0,26091,0,1383459.9062885034,26091,26091,15369964.222674724,15369964.222674724
37171,0,37171,0,1949870.4002991663,37171,37171,113316301.06061909,113316301.06061909
38083,0,38083,0,693405.5029019031,38083,38083,17336192.00655962,17336192.00655962
38083,0,41047,0,21280.85102185307,38083,41047,646063.3357684413,646063.3357684413
38083,0,41005,0,304762.15868659253,38083,41005,9220525.1864465,9220525.1864465
55079,0,55133,0,76225.71014398479,55079,55133,1095012.9437993348,1095012.9437993348
18113,0,39175,0,3012390.1824959377,18113,39175,32645176.19196605,32645176.19196605
18113,0,39147,0,20210773.76408472,18113,39147,219153549.101394,219153549.101394
18113,0,37093,0,4932569.176031164,18113,37093,63736862.94423771,63736862.94423771
18113,0,54003,0,101369.09913614066,18113,54003,1244939.0196715635,1244939.0196715635
18113,0,39039,0,886712.8568184971,18113,39039,9356905.390032811,9356905.390032811
18113,0,18039,0,6765222.537688616,18113,18039,70649018.57519065,70649018.57519065
19125,0,48453,0,417725.8546015844,19125,48453,6677665.324291959,6677665.324291959
19125,0,48389,0,9104.748355792037,19125,48389,152324.53699804208,152324.53699804208
19125,0,48479,0,4306.791920554897,19125,48479,72702.37454442303,72702.37454442303
26067,0,26015,0,110001.97141077564,26067,26015,1145025.5609843147,1145025.5609843147
26015,0,26015,0,42113.099932979734,26015,26015,659672.2729721434,659672.2729721434
27039,0,27039,0,42255889.302413724,27039,27039,334902080.2867753,334902080.2867753
27039,0,27099,0,20574429.222562023,27039,27099,164489136.75317168,164489136.75317168
29063,0,29063,0,4823.809842,29063,29063,85494.16591583606,85494.16591583606
29063,0,29165,0,2826055.274,29063,29165,50653044.09429985,50653044.09429985
29063,0,29021,0,21463.435339071544,29063,29021,382451.51997972233,382451.51997972233
31081,0,31041,0,12268363.588835396,31081,31041,156611779.68977284,156611779.68977284
31081,0,31079,0,1598533.5860813851,31081,31079,19926908.157604147,19926908.157604147
46025,0,46025,0,51690709.22654683,46025,46025,1086993156.1165073,1086993156.1165073
46025,0,46029,0,1210103.2777776448,46025,46029,25538151.717497353,25538151.717497353
46057,0,46029,0,1302822.3321529273,46057,46029,17735559.371269964,17735559.371269964
48493,0,48493,0,7578.186772157504,48493,48493,138839.89149745295,138839.89149745295
55033,0,55017,0,251187.93068263883,55033,55017,2641978.614058742,2641978.614058742
55033,0,55033,0,2336076.538722105,55033,55033,24326676.175879687,24326676.175879687
55033,0,55035,0,543323.754290052,55033,55035,5696137.205260685,5696137.205260685
55033,0,55109,0,220269.0754880855,55033,55109,2317359.641678358,2317359.641678358
19069,0,48429,0,9468.93829013026,19069,48429,121886.88707057526,121886.88707057526
19069,0,48253,0,135114.46557153895,19069,48253,1755954.2851658266,1755954.2851658266
19069,0,40021,0,127830.66689663814,19069,40021,1493797.4404137016,1493797.4404137016
19069,0,48145,0,37511.56322972043,19069,48145,488637.9233471295,488637.9233471295
19069,0,29079,0,6622485.550881399,19069,29079,68686229.40227666,68686229.40227666
19069,0,48329,0,29863.574606352413,19069,48329,407187.56289896,407187.56289896
19069,0,48113,0,32048.71421863744,19069,48113,402521.02062048006,402521.02062048006
19069,0,48177,0,142174.91164278588,19069,48177,1927997.2498802938,1927997.2498802938
19069,0,40121,0,56085.24987525443,19069,40121,668559.1374587512,668559.1374587512
19069,0,48309,0,164978.0402465949,19069,48309,2134134.679128412,2134134.679128412
19069,0,48479,0,608.1959187377475,19069,48479,8631.314459153353,8631.314459153353
31179,0,31179,0,8255457.651073163,31179,31179,112169172.69554852,112169172.69554852
31179,0,31141,0,16042130.703358669,31179,31141,221186801.752269,221186801.752269
39055,0,39055,0,158395.0906007467,39055,39055,2446271.234376916,2446271.234376916
39055,0,39155,0,35625.5920910524,39055,39155,554129.2902559965,554129.2902559965
29115,0,29115,0,12338557.330000002,29115,29115,260362564.9896266,260362564.9896266
29115,0,48117,0,3776459.509754011,29115,48117,90782021.63347013,90782021.63347013
46111,0,46035,0,30126756.683357395,46111,46035,811303451.7635528,811303451.7635528
19141,0,19141,0,64140172.05029564,19141,19141,622377435.2909667,622377435.2909667
53053,0,53027,0,1211.0248495012531,53053,53027,203692.7635976696,203692.7635976696
19159,0,19159,0,34588210.63128134,19159,19159,1026279243.8624622,1026279243.8624622
19159,0,19053,0,23199263.010137174,19159,19053,689653188.442065,689653188.442065
19159,0,19173,0,14359084.313133104,19159,19173,427314390.91342515,427314390.91342515
19165,0,19047,0,52602668.3665156,19165,19047,508529803.3703171,508529803.3703171
19165,0,19165,0,73142085.4456636,19165,19165,703410268.0850637,703410268.0850637
19165,0,19085,0,3921887.832248529,19165,19085,38019755.7996954,38019755.7996954
19169,0,20121,0,240729.54650380625,19169,20121,2479800.2408235623,2479800.2408235623
19169,0,48479,0,11964.54665937912,19169,48479,163293.1656945548,163293.1656945548
17117,0,5045,0,122079.4952,17117,5045,1378658.874221097,1378658.874221097
17117,0,5057,0,2347248.812468679,17117,5057,27538300.449157618,27538300.449157618
17117,0,5099,0,16326.740999999998,17117,5099,191133.9342495544,191133.9342495544
17117,0,48449,0,30427.10823,17117,48449,367167.4316548708,367167.4316548708
17117,0,48401,0,179594.151,17117,48401,2202937.0666768686,2202937.0666768686
17123,0,17123,0,56030.40662,17123,17123,480321.4162639529,480321.4162639529
17123,0,17155,0,12737.23742628142,17123,17155,110028.95697977816,110028.95697977816
19187,0,19187,0,14367740.78372773,19187,19187,123354105.75513732,123354105.75513732
19187,0,19025,0,102460114.9460065,19187,19025,884168746.3392897,884168746.3392897
